genres,homepage,id,keywords,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,6964,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 187056, ""name"": ""woman director""}]",Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",16.939441,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Waverly Films"", ""id"": 735}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-12,266728738,128,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Schmucks are people too.,Something's Gotta Give,6.3,410
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.shutterisland.com/,11324,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2215, ""name"": ""hurricane""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10323, ""name"": ""psychiatric hospital""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 11208, ""name"": ""conspiracy theory""}, {""id"": 208611, ""name"": ""1950s""}]",Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",81.914696,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Sikelia Productions"", ""id"": 23243}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-18,294804195,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Someone is missing.,Shutter Island,7.8,6336
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,12193,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 207317, ""name"": ""christmas""}]",Four Christmases,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",19.500893,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Type A Films"", ""id"": 2308}, {""name"": ""Ott Medien"", ""id"": 2795}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-26,163733697,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"His father, her mother, his mother and her father all in one day.",Four Christmases,5.3,331
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9928,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 4480, ""name"": ""business man""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 193305, ""name"": ""dishonesty""}]",Robots,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",29.558157,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-10,260696994,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,You can shine no matter what you're made of.,Robots,6,1333
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,754,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 3868, ""name"": ""face transplant""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 170212, ""name"": ""criminal gang""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188134, ""name"": ""golden gun""}, {""id"": 194942, ""name"": ""arch villain""}, {""id"": 208708, ""name"": ""bullet ballet""}]",Face/Off,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",46.075037,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Permut Presentations"", ""id"": 455}, {""name"": ""WCG Entertainment Productions"", ""id"": 456}, {""name"": ""Douglas/Reuther Productions"", ""id"": 458}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Krane Entertainment"", ""id"": 25358}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-27,245676146,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"In order to catch him, he must become him.",Face/Off,6.8,1583
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10202,"[{""id"": 187084, ""name"": ""wishes come true""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 189449, ""name"": ""disorder""}, {""id"": 202322, ""name"": ""imaginary""}, {""id"": 206809, ""name"": ""miraculous event""}, {""id"": 206810, ""name"": ""imaginary kingdom""}, {""id"": 206811, ""name"": ""life turned upside down""}, {""id"": 206812, ""name"": ""nothing goes right""}]",Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,23.531721,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Gunn Films"", ""id"": 3538}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-24,212874442,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,4147,"[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 174984, ""name"": ""homework""}, {""id"": 174985, ""name"": ""shot in the chin""}, {""id"": 174994, ""name"": ""soft boiled egg""}, {""id"": 175001, ""name"": ""learning to drive""}, {""id"": 175005, ""name"": ""spoiled son""}, {""id"": 175007, ""name"": ""scarred face""}, {""id"": 175008, ""name"": ""thompson sub machine gun""}, {""id"": 175011, ""name"": ""frost on a window""}, {""id"": 175016, ""name"": ""cauterizing a wound""}, {""id"": 175017, ""name"": ""liberty half dollar""}]",Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",49.078546,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-07-12,181001478,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pray for Michael Sullivan.,Road to Perdition,7.3,1077
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.justgowithit-movie.com,50546,"[{""id"": 966, ""name"": ""beach""}, {""id"": 1907, ""name"": ""fictitious marriage""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 4585, ""name"": ""plastic surgery""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 9963, ""name"": ""kids and family""}]",Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",37.02665,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-10,214918407,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,1701,"[{""id"": 378, ""name"": ""prison""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4245, ""name"": ""hijacking""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 33482, ""name"": ""war hero""}, {""id"": 156805, ""name"": ""dea agent""}, {""id"": 195295, ""name"": ""motorcycle chase""}]",Con Air,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",45.154631,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Kouf/Bigelow Productions"", ""id"": 3589}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Hiett Designs of Las Vegas"", ""id"": 78338}, {""name"": ""Runway Pictures Inc"", ""id"": 78339}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-01,224012234,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They were deadly on the ground; Now they have wings,Con Air,6.5,1270
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",,13027,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2314, ""name"": ""pentagon""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 18525, ""name"": ""fbi agent""}]",Eagle Eye,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",46.887983,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""KMP Film Invest"", ""id"": 20157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-09-25,178066569,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't walk. Run.,Eagle Eye,6.3,1018
"[{""id"": 18, ""name"": ""Drama""}]",,2289,"[{""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1806, ""name"": ""deserter""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2038, ""name"": ""love of one's life""}]",Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",24.598479,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Castel Film Romania"", ""id"": 1370}, {""name"": ""Bona Fide Productions"", ""id"": 2570}, {""name"": ""Cattleya"", ""id"": 10102}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2003-12-24,173013509,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,533
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,20504,"[{""id"": 3096, ""name"": ""book""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 33768, ""name"": ""blind""}]",The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",32.363538,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-14,157107755,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,9574,"[{""id"": 1334, ""name"": ""wedding vows""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 3092, ""name"": ""slime""}, {""id"": 6348, ""name"": ""green""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 13027, ""name"": ""wedding""}]",Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",11.50396,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Great Oaks Entertainment"", ""id"": 2173}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-26,177977226,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Catch it if you can!,Flubber,5.3,695
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",,11618,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 4479, ""name"": ""bone""}, {""id"": 5374, ""name"": ""poster""}, {""id"": 5918, ""name"": ""painting""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 33587, ""name"": ""child labor""}, {""id"": 154901, ""name"": ""audio recording""}, {""id"": 155811, ""name"": ""spiral staircase""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 169816, ""name"": ""researcher""}, {""id"": 172801, ""name"": ""insomniac""}, {""id"": 172808, ""name"": ""paranormal activity""}, {""id"": 172812, ""name"": ""logbook""}, {""id"": 172815, ""name"": ""\u00a0strange noise""}, {""id"": 172816, ""name"": ""spook""}, {""id"": 172822, ""name"": ""cherub""}]",The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",19.375768,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Roth-Arnold Productions"", ""id"": 1560}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-23,91188905,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some houses are born bad.,The Haunting,5.2,369
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.warnerbros.com/archive/spacejam/movie/jam.htm,2300,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 176746, ""name"": ""basketball team""}, {""id"": 177208, ""name"": ""basketball game""}, {""id"": 177216, ""name"": ""referee""}, {""id"": 177218, ""name"": ""basketball court""}, {""id"": 177219, ""name"": ""tweety bird""}, {""id"": 177224, ""name"": ""speedy gonzales""}, {""id"": 177227, ""name"": ""cartoon chicken""}, {""id"": 177228, ""name"": ""sylvester the cat""}, {""id"": 177230, ""name"": ""cartoon reality crossover""}, {""id"": 177231, ""name"": ""basketball hoop""}, {""id"": 177232, ""name"": ""cartoon skunk""}]",Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",36.125715,"[{""name"": ""Warner Bros. Family Entertainment"", ""id"": 3592}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}, {""name"": ""Courtside Seats Productions"", ""id"": 55527}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-15,250200000,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready to jam.,Space Jam,6.5,1288
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10751, ""name"": ""Family""}]",,12096,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5439, ""name"": ""inspector""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 159548, ""name"": ""clouseau""}, {""id"": 159550, ""name"": ""pink panther""}, {""id"": 217324, ""name"": ""murder hunt""}]",The Pink Panther,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",25.450534,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-18,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Pardon His French.,The Pink Panther,5.6,550
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,10200,"[{""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1954, ""name"": ""ultimatum""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 11479, ""name"": ""social commentary""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 156388, ""name"": ""environmentalism""}, {""id"": 156661, ""name"": ""threat""}, {""id"": 160515, ""name"": ""alien contact""}, {""id"": 161287, ""name"": ""central park""}, {""id"": 209517, ""name"": ""messenger""}, {""id"": 219965, ""name"": ""nanobots""}, {""id"": 226763, ""name"": ""disintegration""}]",The Day the Earth Stood Still,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",41.890722,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Earth Canada Productions"", ""id"": 20374}, {""name"": ""Hammerhead Productions"", ""id"": 20375}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-10,233093859,104,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,8834,"[{""id"": 242, ""name"": ""new york""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4934, ""name"": ""theory""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6318, ""name"": ""control""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 192097, ""name"": ""target""}, {""id"": 194581, ""name"": ""geronimo""}, {""id"": 226689, ""name"": ""newsletter""}]",Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",22.179658,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 23397}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-07,136982834,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What if your most paranoid nightmares had just come true?,Conspiracy Theory,6.5,431
"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",,228150,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]",Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-10-15,211817906,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,War never ends quietly.,Fury,7.4,3946
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,6068,"[{""id"": 191088, ""name"": ""overleven""}, {""id"": 191089, ""name"": ""family guy""}]",Six Days Seven Nights,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",18.264635,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Roger Birnbaum Productions"", ""id"": 961}, {""name"": ""Northern Lights Entertainment"", ""id"": 8816}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-12,164000000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,"After this week in paradise, they’re going to need a vacation.",Six Days Seven Nights,5.6,332
